category,region,price,avg_price_category_region,supplier_id,supplier_name,supplier_win_count,days_to_tender,price_per_unit,supplier_years_active,supplier_total_contracts,supplier_avg_contract_value,is_suspicious
Техника,Астана,3321104,4551733,BIN383523307336,ТОО ЭкоПоставка 313,15,1,3830.57,1,194,18401998,1
Медикаменты,Шымкент,4626666,3545844,BIN864816150232,ТОО СнабKZ 5,14,8,8381.64,6,288,15025017,0
Продукты,Шымкент,3012011,2003981,BIN266224685706,ТОО ЭкоПоставка 305,5,6,188250.69,4,280,3822699,0
Канцелярия,Шымкент,1142448,1439601,BIN710037726019,ТОО СнабKZ 719,15,4,20042.95,9,325,15844429,0
Продукты,Алматы,4060347,4834477,BIN888387553667,ТОО Медика 783,10,3,4593.15,3,473,11079656,0
Продукты,Атырау,3852000,3115124,BIN453741872530,ТОО ЭкоПоставка 186,1,3,11068.97,13,399,9941082,0
Канцелярия,Актобе,1566606,2036593,BIN569412435592,ТОО ПрофСтрой 69,15,7,2290.36,12,65,2706028,0
Строительство,Шымкент,2836359,3141308,BIN128841867118,ТОО ТехИмпорт 10,8,4,4766.99,1,334,1417529,0
Канцелярия,Атырау,5832311,4706276,BIN748879574513,ТОО СнабKZ 133,7,9,153481.87,13,384,19572744,0
Продукты,Актобе,2087409,1329998,BIN477241370399,ТОО ЭкоПоставка 939,8,3,2863.39,2,472,3435831,0
Строительство,Атырау,3523412,3105237,BIN957750990636,ТОО ТехИмпорт 123,7,1,4022.16,12,24,12118134,0
Продукты,Атырау,3329211,2493755,BIN753721685283,ТОО Медика 664,4,6,3796.14,6,90,2462201,0
Техника,Шымкент,4012431,4275385,BIN511521656417,ТОО СнабKZ 206,9,4,4665.62,4,202,7214293,0
Канцелярия,Шымкент,2921341,2220634,BIN670008084676,ТОО ПрофСтрой 465,5,1,3584.47,13,102,5610313,0
Строительство,Актобе,2569294,2479191,BIN626006998226,ТОО СнабKZ 264,6,9,2690.36,2,278,18536113,0
Строительство,Актобе,1474185,1740833,BIN852287747302,ТОО АстанаСнаб 956,13,10,4426.98,4,320,9549714,0
Продукты,Шымкент,3684902,4184814,BIN949727774597,ТОО СнабKZ 592,5,8,24730.89,3,167,10248120,0
Продукты,Актобе,876845,621880,BIN174760630490,ТОО АстанаСнаб 622,12,2,4543.24,5,246,4903740,1
Строительство,Атырау,3771436,4474997,BIN201584489034,ТОО СнабKZ 587,1,7,4582.55,3,214,6358916,0
Медикаменты,Актобе,5556960,4389033,BIN205732626528,ТОО ТехИмпорт 90,8,7,6431.67,2,192,12936348,0
Техника,Атырау,971645,1085912,BIN957424368598,ТОО ТехИмпорт 714,1,1,3206.75,10,328,16491812,0
Строительство,Шымкент,774967,542391,BIN975354066689,ТОО ТехИмпорт 345,8,8,1183.16,8,246,12089527,0
Продукты,Алматы,5350479,4142602,BIN155934566447,ТОО Медика 446,3,9,9605.89,6,235,1218146,0
Канцелярия,Алматы,785906,650925,BIN916067876267,ТОО АстанаСнаб 976,4,1,1210.95,7,99,3439107,0
Техника,Шымкент,1800326,1572445,BIN839525646333,ТОО АстанаСнаб 152,6,3,5643.66,1,407,9988262,0
Медикаменты,Атырау,1138431,1271685,BIN772606810594,ТОО Медика 859,4,1,1293.67,1,209,5786213,0
Медикаменты,Актобе,1536373,1048609,BIN952720789420,ТОО Медика 696,2,5,5243.59,12,60,15868355,0
Медикаменты,Атырау,4727090,4254681,BIN150850625715,ТОО Медика 58,14,6,34007.84,2,272,16192264,1
Канцелярия,Алматы,1704156,1222130,BIN662072231154,ТОО Медика 7,9,1,3944.81,7,378,4956480,0
Техника,Шымкент,1752221,1194619,BIN394926215934,ТОО ЭкоПоставка 397,8,5,2426.9,10,426,1764595,0
Строительство,Астана,880359,1050583,BIN866036638291,ТОО СнабKZ 868,8,7,2659.69,2,372,6763948,0
Продукты,Атырау,6288132,4003690,BIN366562152742,ТОО СнабKZ 978,6,8,8230.54,1,134,15786526,1
Медикаменты,Атырау,4124388,2644555,BIN171133056075,ТОО СнабKZ 439,1,1,17113.64,12,417,13375754,1
Техника,Актобе,4220104,2732647,BIN151427820549,ТОО ЭкоПоставка 938,4,4,49648.28,12,169,1224617,0
Техника,Шымкент,2837476,2292105,BIN474224477226,ТОО АстанаСнаб 863,5,10,2843.16,1,51,2551107,0
Техника,Шымкент,1538433,1199092,BIN341239803402,ТОО ЭкоПоставка 531,4,8,4370.55,10,140,1308408,0
Канцелярия,Актобе,1806867,1261704,BIN664901136125,ТОО СнабKZ 38,4,4,1880.19,8,102,14913500,0
Медикаменты,Актобе,979262,876183,BIN278548205217,ТОО СнабKZ 585,14,5,1070.23,9,190,3643847,0
Канцелярия,Актобе,6778541,4243766,BIN808733488674,ТОО ТехИмпорт 483,5,6,16294.57,1,455,19419458,1
Строительство,Атырау,2014365,1990146,BIN334519942830,ТОО СнабKZ 98,11,6,14596.85,15,211,16794593,0
Медикаменты,Астана,2946033,3348562,BIN476145753089,ТОО ЭкоПоставка 823,5,2,35071.82,7,208,12662364,0
Продукты,Шымкент,3099383,2030604,BIN970697465656,ТОО ПрофСтрой 270,7,2,8585.55,3,165,3865783,0
Продукты,Атырау,1583315,1209028,BIN574519380388,ТОО ТехИмпорт 493,12,1,1849.67,15,400,17972322,1
Техника,Шымкент,689494,912623,BIN722599466944,ТОО Медика 66,11,2,1467.01,10,166,15134138,0
Техника,Алматы,3542927,2318700,BIN253897532177,ТОО ТехИмпорт 951,6,1,186469.84,14,480,17533470,1
Техника,Атырау,1550468,2112720,BIN140895018807,ТОО ЭкоПоставка 511,3,8,7418.51,11,169,14719605,0
Медикаменты,Шымкент,694957,561754,BIN814944703590,ТОО ТехИмпорт 657,4,10,2725.32,1,271,17656777,0
Канцелярия,Атырау,5331516,4718774,BIN655081397427,ТОО ПрофСтрой 388,3,10,7957.49,13,66,12805031,0
Строительство,Алматы,2267526,2680485,BIN659167248667,ТОО ТехИмпорт 969,10,8,4027.58,15,426,16055278,0
Медикаменты,Актобе,4515617,2961818,BIN455779772109,ТОО Медика 974,4,8,5137.22,15,153,6896824,0
Канцелярия,Шымкент,1933484,1469909,BIN555959664707,ТОО АстанаСнаб 158,4,8,5841.34,6,47,6223179,0
Канцелярия,Шымкент,1684327,1629621,BIN408070741054,ТОО СнабKZ 96,3,7,9254.54,15,297,19540008,0
Канцелярия,Атырау,718133,511222,BIN464579227686,ТОО ЭкоПоставка 294,3,2,967.83,9,218,18908779,0
Канцелярия,Алматы,3695756,4050096,BIN569137334399,ТОО ЭкоПоставка 787,1,8,4262.69,14,39,18151397,0
Строительство,Астана,2292487,2495829,BIN137390406428,ТОО СнабKZ 419,1,8,2444.02,11,468,6834127,0
Продукты,Шымкент,1929599,2693128,BIN401303039561,ТОО Медика 548,7,9,2454.96,14,73,19447770,0
Канцелярия,Атырау,2698192,2743669,BIN454643895944,ТОО ТехИмпорт 101,5,10,4852.86,15,306,15149994,0
Техника,Алматы,1018850,813543,BIN232235689808,ТОО ТехИмпорт 260,10,1,2331.46,15,68,16656920,1
Медикаменты,Астана,3184653,2207682,BIN120699458665,ТОО ТехИмпорт 23,6,2,8165.78,11,341,2509061,0
Строительство,Актобе,5250416,4012018,BIN479259800420,ТОО СнабKZ 139,10,10,7931.14,11,210,4728319,0
Техника,Шымкент,5830148,4216503,BIN111994991467,ТОО СнабKZ 65,14,6,12564.97,14,390,11537340,0
Медикаменты,Актобе,3663278,2477083,BIN525605950292,ТОО Медика 350,12,10,10204.12,2,82,9993589,1
Продукты,Астана,1398466,1049335,BIN140663617041,ТОО ПрофСтрой 45,6,2,1978.03,1,384,16365698,0
Строительство,Актобе,5326955,4922216,BIN176703951115,ТОО АстанаСнаб 345,8,7,7179.18,15,326,16002768,0
Медикаменты,Алматы,1224304,787902,BIN705878328392,ТОО ЭкоПоставка 731,9,3,1915.97,4,306,13714593,0
Продукты,Шымкент,4712369,3994631,BIN795599515191,ТОО ЭкоПоставка 104,13,3,7814.87,4,102,6981931,0
Медикаменты,Шымкент,3202367,3507932,BIN678121037782,ТОО АстанаСнаб 559,3,9,3519.08,12,435,14838691,0
Строительство,Алматы,1873411,1679378,BIN535728759065,ТОО ТехИмпорт 776,10,3,3894.83,1,438,13344525,1
Строительство,Актобе,1900814,2367599,BIN106278059003,ТОО Медика 833,4,1,4349.69,6,170,15505874,0
Продукты,Алматы,1748290,1834583,BIN780082416929,ТОО ЭкоПоставка 248,3,8,11279.29,5,336,8099385,0
Канцелярия,Астана,1715834,1659850,BIN176247953401,ТОО Медика 174,1,1,2363.41,5,477,5812707,0
Канцелярия,Шымкент,2237909,1639435,BIN284772414086,ТОО Медика 237,15,4,12572.52,11,393,10713928,0
Продукты,Астана,2410397,2514076,BIN640673868245,ТОО Медика 399,11,9,3106.18,4,193,18579445,0
Продукты,Актобе,3985164,4160980,BIN545214907213,ТОО АстанаСнаб 847,1,3,4360.14,8,186,7219147,0
Канцелярия,Алматы,1126468,1174241,BIN642915238975,ТОО АстанаСнаб 236,10,9,3884.37,4,309,1937783,0
Медикаменты,Алматы,5499484,4684972,BIN982449270207,ТОО СнабKZ 969,10,2,88701.35,15,500,9193459,0
Техника,Шымкент,5317918,3810351,BIN916334863509,ТОО Медика 610,10,7,6809.11,9,213,2162662,0
Продукты,Шымкент,6019679,4413301,BIN272761873110,ТОО Медика 161,9,3,11554.09,5,414,17110368,0
Медикаменты,Астана,6073789,4155231,BIN527406388772,ТОО АстанаСнаб 664,9,8,8218.93,14,194,14327328,0
Медикаменты,Актобе,4549725,3505240,BIN739996307744,ТОО СнабKZ 180,15,10,7097.85,7,162,16902297,0
Медикаменты,Атырау,3875494,3300794,BIN173783723327,ТОО СнабKZ 611,9,5,8424.99,11,78,4634255,0
Техника,Астана,5531761,3996966,BIN246204012440,ТОО ТехИмпорт 176,9,10,17126.2,2,187,17011422,0
Медикаменты,Атырау,3298079,2451276,BIN907521044060,ТОО Медика 282,2,2,3396.58,11,353,17303415,0
Медикаменты,Атырау,1063046,1354840,BIN415436418457,ТОО ТехИмпорт 199,1,8,1328.81,8,363,15744718,0
Канцелярия,Астана,1786505,2077425,BIN780526364360,ТОО АстанаСнаб 621,4,2,20773.31,2,46,3706884,0
Строительство,Астана,5008054,4152500,BIN307563827909,ТОО АстанаСнаб 976,1,6,6299.44,15,62,3414236,0
Продукты,Атырау,5625034,4051077,BIN975232082288,ТОО ЭкоПоставка 905,9,10,12201.81,6,443,15966286,0
Канцелярия,Шымкент,6017979,4535239,BIN250442274840,ТОО АстанаСнаб 194,6,5,7130.31,13,368,15352181,0
Техника,Актобе,6033350,3795796,BIN703590242162,ТОО СнабKZ 180,5,6,76371.52,15,191,10838000,0
Строительство,Шымкент,1923385,2541643,BIN217846201263,ТОО Медика 430,14,2,4074.97,10,359,5891709,0
Медикаменты,Астана,4312536,4844317,BIN368168112077,ТОО ПрофСтрой 737,1,8,9003.21,15,291,16935168,0
Техника,Алматы,3492178,3895057,BIN791645174645,ТОО ПрофСтрой 349,4,6,3574.39,2,62,1127742,0
Медикаменты,Алматы,2716604,2534141,BIN532307710725,ТОО ЭкоПоставка 250,8,1,9025.26,11,70,6247263,0
Медикаменты,Алматы,6111316,4702925,BIN604509560401,ТОО ПрофСтрой 104,8,10,6828.29,15,483,15322915,0
Техника,Актобе,1704733,1552439,BIN966424660426,ТОО Медика 318,1,7,2510.65,12,29,10692140,0
Строительство,Атырау,1977471,1330842,BIN563892994508,ТОО СнабKZ 909,8,8,3220.64,5,23,6100913,0
Канцелярия,Актобе,521062,707985,BIN602519782251,ТОО ЭкоПоставка 442,12,9,825.77,11,359,14230505,0
Медикаменты,Актобе,3686758,2369773,BIN936495614408,ТОО ПрофСтрой 572,3,8,17472.79,12,83,9725121,0
Канцелярия,Атырау,4816304,4596767,BIN806199121801,ТОО ЭкоПоставка 603,7,6,55359.82,4,302,12316742,0
Продукты,Астана,771468,713243,BIN428075107809,ТОО ТехИмпорт 407,9,6,1088.11,2,452,11348908,0
Продукты,Астана,4921123,3795124,BIN704334984295,ТОО ПрофСтрой 505,15,3,40009.13,12,306,3256745,0
Техника,Алматы,4648368,4957945,BIN462965592774,ТОО Медика 498,8,5,87705.06,3,398,10858171,0
Строительство,Атырау,591437,620923,BIN436479763835,ТОО СнабKZ 442,15,5,5632.73,15,90,13646715,0
Техника,Актобе,2396200,1595046,BIN641346742752,ТОО Медика 549,5,4,2751.09,15,206,8137637,0
Продукты,Атырау,2302270,1980811,BIN570158452438,ТОО Медика 810,1,4,7884.49,9,142,17181261,0
Медикаменты,Астана,5974049,4563983,BIN229760831710,ТОО СнабKZ 794,1,10,10389.65,13,201,5061018,0
Продукты,Алматы,3119231,2212929,BIN317077289492,ТОО Медика 365,9,2,23994.08,9,16,15965095,0
Канцелярия,Актобе,2331127,2060582,BIN503771888177,ТОО ПрофСтрой 695,2,7,3772.05,3,49,12312328,0
Продукты,Шымкент,1012361,1119874,BIN861355184321,ТОО ТехИмпорт 933,15,6,1136.21,8,444,18210153,0
Строительство,Атырау,5307257,4168396,BIN354325791597,ТОО ЭкоПоставка 255,8,8,6675.79,13,38,1865610,0
Техника,Алматы,4640205,4762250,BIN712323057629,ТОО СнабKZ 233,7,6,12473.67,6,328,17746303,0
Строительство,Атырау,5208934,4651494,BIN856822235346,ТОО СнабKZ 32,5,5,15275.47,5,473,17523480,0
Медикаменты,Атырау,3133677,3726589,BIN325598667275,ТОО СнабKZ 947,4,4,41232.59,5,367,14374581,0
Канцелярия,Астана,4808509,3660590,BIN809533783118,ТОО ЭкоПоставка 935,15,10,14059.97,7,293,10461811,0
Продукты,Алматы,2621901,2520060,BIN745050110251,ТОО Медика 827,15,7,6881.63,1,94,19818053,1
Канцелярия,Алматы,2028007,1580932,BIN781487786268,ТОО ПрофСтрой 253,10,10,5281.27,10,123,6314584,0
Медикаменты,Алматы,4216284,3818885,BIN348966340217,ТОО ЭкоПоставка 199,5,8,4311.13,11,182,9498745,0
Продукты,Актобе,1633111,1326135,BIN270312033444,ТОО АстанаСнаб 711,13,3,11420.36,9,39,9640811,0
Техника,Атырау,3598877,3278324,BIN265638786582,ТОО ТехИмпорт 948,8,7,7255.8,14,264,13799788,0
Медикаменты,Алматы,1771436,1723823,BIN948608028949,ТОО ЭкоПоставка 548,10,5,2076.71,4,219,19099615,0
Продукты,Алматы,7080890,4779708,BIN356853084316,ТОО ЭкоПоставка 971,9,2,9848.25,7,282,3054182,0
Продукты,Алматы,1557621,1383345,BIN423763682071,ТОО Медика 740,5,3,1986.76,15,109,8343645,0
Медикаменты,Атырау,2845177,2157301,BIN556679763508,ТОО АстанаСнаб 912,11,4,11070.73,8,455,11271441,0
Продукты,Алматы,4609235,4255916,BIN620890862337,ТОО ПрофСтрой 165,10,6,6699.47,2,385,6907200,0
Строительство,Алматы,1500744,1514744,BIN856942774910,ТОО ТехИмпорт 290,7,3,1518.97,10,73,3454015,0
Медикаменты,Шымкент,6181791,4664947,BIN402379396506,ТОО ПрофСтрой 967,2,8,8856.43,5,471,10440310,0
Продукты,Астана,4123712,2931764,BIN774903458259,ТОО ТехИмпорт 620,15,10,14418.57,3,119,14535587,1
Техника,Шымкент,7146961,4667542,BIN953826346862,ТОО ПрофСтрой 366,8,6,21270.72,2,355,9492887,0
Строительство,Атырау,3128969,2840315,BIN594222406016,ТОО АстанаСнаб 378,13,6,4321.78,4,331,9017379,0
Продукты,Астана,1707451,2117028,BIN286785230578,ТОО ЭкоПоставка 749,7,2,4934.83,5,91,12401113,0
Канцелярия,Алматы,4850480,3286387,BIN889133868016,ТОО Медика 257,5,2,51057.68,7,259,17418200,0
Техника,Шымкент,3216285,2937498,BIN987549219667,ТОО СнабKZ 912,15,6,29507.2,8,148,5420054,0
